n,U,C,F,O,B
1122,1,3,-1,0,5
1123,1,3,-1,0,5
1124,0,1,0,0,5
1125,0,1,0,0,5
1126,0,1,0,0,5
1127,0,1,0,0,5
1128,1,3,-1,0,5
1129,1,3,-1,0,5
1130,0,1,0,0,5
1131,0,1,0,0,5
1132,0,2,1,1,5
1133,0,2,1,0,5
1134,0,1,0,0,5
1135,0,1,0,0,5
1136,0,1,0,0,5
1137,0,1,0,0,5
1138,0,2,1,1,5
1139,0,2,1,0,5
1140,0,1,0,0,5
1141,0,1,0,0,5
1142,0,1,0,0,5
1143,0,1,0,0,5
1144,0,1,0,0,5
1145,0,1,0,0,5
1146,0,2,3,1,5
1147,0,2,3,0,5
1148,0,1,0,0,5
1149,0,1,0,0,5
1150,1,3,-1,0,5
1151,1,3,-1,0,5
1152,1,3,-1,0,5
1153,1,3,-1,0,5
1154,0,1,0,0,5
1155,0,1,0,0,5
1156,0,2,1,1,5
1157,0,2,1,0,5
1158,0,2,2,1,5
1159,0,2,2,0,5
1160,0,1,0,0,5
1161,0,1,0,0,5
1162,1,3,-1,0,5
1163,1,3,-1,0,5
1164,0,1,0,0,5
1165,0,1,0,0,5
1166,0,1,0,0,5
1167,0,1,0,0,5
1168,0,1,0,0,5
1169,0,1,0,0,5
1170,1,3,-1,0,5
1171,1,3,-1,0,5
1172,0,1,0,0,5
1173,0,1,0,0,5
1174,0,1,0,0,5
1175,0,1,0,0,5
1176,0,2,1,1,5
1177,0,2,1,0,5
1178,0,1,0,0,5
1179,0,1,0,0,5
1180,1,3,-1,0,5
1181,1,3,-1,0,5
1182,0,1,0,0,5
1183,0,1,0,0,5
1184,0,1,0,0,5
1185,0,1,0,0,5
1186,1,3,-1,0,5
1187,1,3,-1,0,5
1188,0,2,3,1,5
1189,0,2,3,0,5
1190,0,1,0,0,5
1191,0,1,0,0,5
1192,1,3,-1,0,5
1193,1,3,-1,0,5
1194,0,1,0,0,5
1195,0,1,0,0,5
1196,0,1,0,0,5
1197,0,1,0,0,5
1198,0,2,1,1,5
1199,0,2,1,0,5
1200,1,3,-1,0,5
1201,1,3,-1,0,5
1202,0,1,0,0,5
1203,0,1,0,0,5
1204,0,1,0,0,5
1205,0,1,0,0,5
1206,0,2,1,1,5
1207,0,2,1,0,5
1208,0,1,0,0,5
1209,0,1,0,0,5
1210,0,1,0,0,5
1211,0,1,0,0,5
1212,1,3,-1,0,5
1213,1,3,-1,0,5
1214,0,1,0,0,5
1215,0,1,0,0,5
1216,1,3,-1,0,5
1217,1,3,-1,0,5
1218,0,2,2,1,5
1219,0,2,2,0,5
1220,0,1,0,0,5
1221,0,1,0,0,5
1222,1,3,-1,0,5
1223,1,3,-1,0,5
1224,0,1,0,0,5
1225,0,1,0,0,5
1226,0,1,0,0,5
1227,0,1,0,0,5
1228,1,3,-1,0,5
1229,1,3,-1,0,5
1230,1,3,-1,0,5
1231,1,3,-1,0,5
1232,0,1,0,0,5
1233,0,1,0,0,5
1234,0,1,0,0,5
1235,0,1,0,0,5
1236,1,3,-1,0,5
1237,1,3,-1,0,5
1238,0,1,0,0,5
1239,0,1,0,0,5
1240,0,2,1,1,5
1241,0,2,1,0,5
1242,0,2,1,1,5
1243,0,2,1,0,5
1244,0,1,0,0,5
1245,0,1,0,0,5
1246,0,2,2,1,5
1247,0,2,2,0,5
1248,1,3,-1,0,5
1249,1,3,-1,0,5
1250,0,1,0,0,5
1251,0,1,0,0,5
1252,0,1,0,0,5
1253,0,1,0,0,5
1254,0,1,0,0,5
1255,0,1,0,0,5
1256,0,1,0,0,5
1257,0,1,0,0,5
1258,1,3,-1,0,5
1259,1,3,-1,0,5
1260,0,2,1,1,5
1261,0,2,1,0,5
1262,0,1,0,0,5
1263,0,1,0,0,5
1264,0,1,0,0,5
1265,0,1,0,0,5
1266,0,1,0,0,5
1267,0,1,0,0,5
1268,0,1,0,0,5
1269,0,1,0,0,5
1270,0,2,3,1,5
1271,0,2,3,0,5
1272,0,2,2,1,5
1273,0,2,2,0,5
1274,0,1,0,0,5
1275,0,1,0,0,5
1276,1,3,-1,0,5
1277,1,3,-1,0,5
1278,1,3,-1,0,5
1279,1,3,-1,0,5
1280,0,1,0,0,5
1281,0,1,0,0,5
1282,1,3,-1,0,5
1283,1,3,-1,0,5
1284,0,1,0,0,5
1285,0,1,0,0,5
1286,0,1,0,0,5
1287,0,1,0,0,5
1288,1,3,-1,0,5
1289,1,3,-1,0,5
1290,1,3,-1,0,5
1291,1,3,-1,0,5
1292,0,1,0,0,1
1293,0,1,0,0,1
1294,0,1,0,0,5
1295,0,1,0,0,5
1296,1,3,-1,0,5
1297,1,3,-1,0,5
1298,0,1,0,0,5
1299,0,1,0,0,5
1300,1,3,-1,0,5
1301,1,3,-1,0,5
1302,1,3,-1,0,5
1303,1,3,-1,0,5
1304,0,1,0,0,5
1305,0,1,0,0,5
1306,1,3,-1,0,5
1307,1,3,-1,0,5
1308,0,1,0,0,5
1309,0,1,0,0,5
1310,0,1,0,0,5
1311,0,1,0,0,5
1312,0,2,1,1,5
1313,0,2,1,0,5
1314,0,1,0,0,5
1315,0,1,0,0,5
1316,0,1,0,0,5
1317,0,1,0,0,5
1318,1,3,-1,0,5
1319,1,3,-1,0,5
1320,1,3,-1,0,5
1321,1,3,-1,0,5
1322,0,1,0,0,5
1323,0,1,0,0,5
1324,0,1,0,0,5
1325,0,1,0,0,5
1326,1,3,-1,0,5
1327,1,3,-1,0,5
1328,0,1,0,0,5
1329,0,1,0,0,5
1330,0,2,1,1,5
1331,0,2,1,0,5
1332,0,2,3,1,5
1333,0,2,3,0,5
1334,0,1,0,0,5
1335,0,1,0,0,5
1336,0,1,0,0,5
1337,0,1,0,0,5
1338,0,2,1,1,5
1339,0,2,1,0,5
1340,0,1,0,0,5
1341,0,1,0,0,5
1342,0,2,1,1,5
1343,0,2,1,0,5
1344,0,1,0,0,5
1345,0,1,0,0,5
1346,0,1,0,0,5
1347,0,1,0,0,5
1348,0,2,1,1,5
1349,0,2,1,0,5
1350,0,1,0,0,5
1351,0,1,0,0,5
1352,0,1,0,0,5
1353,0,1,0,0,5
1354,0,1,0,0,5
1355,0,1,0,0,5
1356,0,2,2,1,5
1357,0,2,2,0,5
1358,0,1,0,0,5
1359,0,1,0,0,5
1360,1,3,-1,0,5
1361,1,3,-1,0,5
1362,0,2,2,1,5
1363,0,2,2,0,5
1364,0,1,0,0,5
1365,0,1,0,0,5
1366,1,3,-1,0,5
1367,1,3,-1,0,5
1368,0,2,3,1,5
1369,0,2,3,0,5
1370,0,1,0,0,5
1371,0,1,0,0,5
1372,1,3,-1,0,5
1373,1,3,-1,0,5
1374,0,1,0,0,5
1375,0,1,0,0,5
1376,0,1,0,0,5
1377,0,1,0,0,5
1378,0,1,0,0,5
1379,0,1,0,0,5
1380,1,3,-1,0,5
1381,1,3,-1,0,5
1382,0,1,0,0,5
1383,0,1,0,0,5
1384,0,1,0,0,5
1385,0,1,0,0,5
1386,0,2,1,1,5
1387,0,2,1,0,5
1388,0,1,0,0,5
1389,0,1,0,0,5
1390,0,2,1,1,5
1391,0,2,1,0,5
1392,0,1,0,0,5
1393,0,1,0,0,5
1394,0,1,0,0,5
1395,0,1,0,0,5
1396,0,2,1,1,5
1397,0,2,1,0,5
1398,1,3,-1,0,5
1399,1,3,-1,0,5
1400,0,1,0,0,5
1401,0,1,0,0,5
1402,0,2,2,1,5
1403,0,2,2,0,5
1404,0,1,0,0,5
1405,0,1,0,0,5
1406,0,1,0,0,5
1407,0,1,0,0,5
1408,1,3,-1,0,5
1409,1,3,-1,0,5
1410,0,2,1,1,5
1411,0,2,1,0,5
1412,0,1,0,0,5
1413,0,1,0,0,5
1414,0,1,0,0,5
1415,0,1,0,0,5
1416,0,2,1,1,5
1417,0,2,1,0,5
1418,0,1,0,0,5
1419,0,1,0,0,5
1420,0,1,0,0,5
1421,0,1,0,0,5
1422,1,3,-1,0,5
1423,1,3,-1,0,5
1424,0,1,0,0,5
1425,0,1,0,0,5
1426,1,3,-1,0,5
1427,1,3,-1,0,5
1428,1,3,-1,0,5
1429,1,3,-1,0,5
1430,0,1,0,0,5
1431,0,1,0,0,5
1432,1,3,-1,0,5
1433,1,3,-1,0,5
1434,0,1,0,0,5
1435,0,1,0,0,5
1436,0,1,0,0,5
1437,0,1,0,0,5
1438,1,3,-1,0,5
1439,1,3,-1,0,5
1440,0,2,1,1,5
1441,0,2,1,0,5
1442,0,1,0,0,5
1443,0,1,0,0,5
1444,0,1,0,0,5
1445,0,1,0,0,5
1446,1,3,-1,0,1
1447,1,3,-1,0,1
1448,0,1,0,0,1
1449,0,1,0,0,1
1450,1,3,-1,0,1
1451,1,3,-1,0,1
1452,1,3,-1,0,1
1453,1,3,-1,0,1
1454,0,1,0,0,1
1455,0,1,0,0,1
1456,0,2,2,1,1
1457,0,2,2,0,1
1458,1,3,-1,0,1
1459,1,3,-1,0,1
1460,0,1,0,0,1
1461,0,1,0,0,1
1462,0,1,0,0,1
1463,0,1,0,0,1
1464,0,1,0,0,1
1465,0,1,0,0,1
1466,0,1,0,0,1
1467,0,1,0,0,1
1468,0,2,1,1,5
1469,0,2,1,0,5
1470,1,3,-1,0,5
1471,1,3,-1,0,5
1472,0,1,0,0,5
1473,0,1,0,0,5
1474,0,1,0,0,5
1475,0,1,0,0,5
1476,0,1,0,0,5
1477,0,1,0,0,5
1478,0,1,0,0,5
1479,0,1,0,0,5
1480,1,3,-1,0,5
1481,1,3,-1,0,5
1482,1,3,-1,0,5
1483,1,3,-1,0,5
1484,0,1,0,0,5
1485,0,1,0,0,5
1486,1,3,-1,0,5
1487,1,3,-1,0,5
1488,1,3,-1,0,5
1489,1,3,-1,0,5
1490,0,1,0,0,5
1491,0,1,0,0,5
1492,1,3,-1,0,5
1493,1,3,-1,0,5
1494,0,1,0,0,5
1495,0,1,0,0,5
1496,0,1,0,0,5
1497,0,1,0,0,5
1498,1,3,-1,0,5
1499,1,3,-1,0,5
1500,0,2,1,1,5
1501,0,2,1,0,5
1502,0,1,0,0,5
1503,0,1,0,0,5
1504,0,1,0,0,5
1505,0,1,0,0,5
1506,0,2,1,1,5
1507,0,2,1,0,5
1508,0,1,0,0,5
1509,0,1,0,0,5
1510,1,3,-1,0,5
1511,1,3,-1,0,5
1512,0,2,1,1,5
1513,0,2,1,0,5
1514,0,1,0,0,5
1515,0,1,0,0,5
1516,0,2,3,1,5
1517,0,2,3,0,5
1518,0,1,0,0,5
1519,0,1,0,0,5
1520,0,1,0,0,5
1521,0,1,0,0,5
1522,1,3,-1,0,5
1523,1,3,-1,0,5
1524,0,1,0,0,5
1525,0,1,0,0,5
1526,0,1,0,0,5
1527,0,1,0,0,5
1528,0,2,1,1,5
1529,0,2,1,0,5
1530,1,3,-1,0,5
1531,1,3,-1,0,5
1532,0,1,0,0,5
1533,0,1,0,0,5
1534,0,1,0,0,5
1535,0,1,0,0,5
1536,0,2,2,1,5
1537,0,2,2,0,5
1538,0,1,0,0,5
1539,0,1,0,0,5
1540,0,2,2,1,5
1541,0,2,2,0,5
1542,1,3,-1,0,5
1543,1,3,-1,0,5
1544,0,1,0,0,5
1545,0,1,0,0,5
1546,0,1,0,0,5
1547,0,1,0,0,5
1548,1,3,-1,0,5
1549,1,3,-1,0,5
1550,0,1,0,0,5
1551,0,1,0,0,5
1552,1,3,-1,0,5
1553,1,3,-1,0,5
1554,0,1,0,0,5
1555,0,1,0,0,5
1556,0,1,0,0,5
1557,0,1,0,0,5
1558,1,3,-1,0,5
1559,1,3,-1,0,5
1560,0,1,0,0,5
1561,0,1,0,0,5
1562,0,1,0,0,5
1563,0,1,0,0,5
1564,0,1,0,0,5
1565,0,1,0,0,5
1566,1,3,-1,0,5
1567,1,3,-1,0,5
1568,0,1,0,0,5
1569,0,1,0,0,5
1570,1,3,-1,0,5
1571,1,3,-1,0,5
1572,0,2,1,1,5
1573,0,2,1,0,5
1574,0,1,0,0,5
1575,0,1,0,0,5
1576,0,2,1,1,5
1577,0,2,1,0,5
1578,1,3,-1,0,1
1579,1,3,-1,0,1
1580,0,1,0,0,1
1581,0,1,0,0,1
1582,1,3,-1,0,1
1583,1,3,-1,0,1
1584,0,1,0,0,1
1585,0,1,0,0,1
1586,0,1,0,0,1
1587,0,1,0,0,1
1588,0,1,0,0,1
1589,0,1,0,0,1
1590,0,2,3,1,1
1591,0,2,3,0,1
1592,0,1,0,0,1
1593,0,1,0,0,1
1594,0,1,0,0,1
1595,0,1,0,0,1
1596,1,3,-1,0,1
1597,1,3,-1,0,1
1598,0,1,0,0,1
1599,0,1,0,0,1
1600,1,3,-1,0,1
1601,1,3,-1,0,1
1602,0,1,0,0,5
1603,0,1,0,0,5
1604,0,1,0,0,5
1605,0,1,0,0,5
1606,1,3,-1,0,5
1607,1,3,-1,0,5
1608,1,3,-1,0,5
1609,1,3,-1,0,5
1610,0,1,0,0,5
1611,0,1,0,0,5
1612,1,3,-1,0,5
1613,1,3,-1,0,5
1614,0,1,0,0,5
1615,0,1,0,0,5
1616,0,1,0,0,5
1617,0,1,0,0,5
1618,1,3,-1,0,5
1619,1,3,-1,0,5
1620,1,3,-1,0,5
1621,1,3,-1,0,5
1622,0,1,0,0,5
1623,0,1,0,0,5
1624,0,1,0,0,5
1625,0,1,0,0,5
1626,1,3,-1,0,5
1627,1,3,-1,0,5
1628,0,1,0,0,5
1629,0,1,0,0,5
1630,0,1,0,0,5
1631,0,1,0,0,5
1632,0,2,2,1,5
1633,0,2,2,0,5
1634,0,1,0,0,5
1635,0,1,0,0,5
1636,1,3,-1,0,5
1637,1,3,-1,0,5
1638,0,2,1,1,5
1639,0,2,1,0,5
1640,0,1,0,0,5
1641,0,1,0,0,5
1642,0,2,2,1,5
1643,0,2,2,0,5
1644,0,1,0,0,5
1645,0,1,0,0,5
1646,0,1,0,0,5
1647,0,1,0,0,5
1648,0,2,1,1,5
1649,0,2,1,0,5
1650,0,2,1,1,5
1651,0,2,1,0,5
1652,0,1,0,0,5
1653,0,1,0,0,5
1654,0,1,0,0,5
1655,0,1,0,0,5
1656,1,3,-1,0,5
1657,1,3,-1,0,5
1658,0,1,0,0,5
1659,0,1,0,0,5
1660,0,2,1,1,5
1661,0,2,1,0,5
1662,1,3,-1,0,5
1663,1,3,-1,0,5
1664,0,1,0,0,5
1665,0,1,0,0,5
1666,1,3,-1,0,5
1667,1,3,-1,0,5
1668,1,3,-1,0,5
1669,1,3,-1,0,5
1670,0,1,0,0,5
1671,0,1,0,0,5
1672,0,1,0,0,5
1673,0,1,0,0,5
1674,0,1,0,0,5
1675,0,1,0,0,5
1676,0,1,0,0,5
1677,0,1,0,0,5
1678,0,2,2,1,5
1679,0,2,2,0,5
1680,0,2,3,1,5
1681,0,2,3,0,5
1682,0,1,0,0,5
1683,0,1,0,0,5
1684,0,1,0,0,5
1685,0,1,0,0,5
1686,0,1,0,0,5
1687,0,1,0,0,5
1688,0,1,0,0,5
1689,0,1,0,0,5
1690,0,2,1,1,5
1691,0,2,1,0,5
1692,1,3,-1,0,5
1693,1,3,-1,0,5
1694,0,1,0,0,5
1695,0,1,0,0,5
1696,1,3,-1,0,5
1697,1,3,-1,0,5
1698,1,3,-1,0,5
1699,1,3,-1,0,5
1700,0,1,0,0,5
1701,0,1,0,0,5
1702,0,2,1,1,5
1703,0,2,1,0,5
1704,0,1,0,0,5
1705,0,1,0,0,5
1706,0,1,0,0,5
1707,0,1,0,0,5
1708,1,3,-1,0,5
1709,1,3,-1,0,5
1710,0,2,2,1,5
1711,0,2,2,0,5
1712,0,1,0,0,5
1713,0,1,0,0,5
1714,0,1,0,0,5
1715,0,1,0,0,5
1716,0,2,1,1,5
1717,0,2,1,0,5
1718,0,1,0,0,5
1719,0,1,0,0,5
1720,1,3,-1,0,5
1721,1,3,-1,0,5
1722,1,3,-1,0,5
1723,1,3,-1,0,5
1724,0,1,0,0,5
1725,0,1,0,0,5
1726,0,2,1,1,5
1727,0,2,1,0,5
1728,0,1,0,0,5
1729,0,1,0,0,5
1730,0,1,0,0,5
1731,0,1,0,0,5
1732,1,3,-1,0,5
1733,1,3,-1,0,5
1734,0,1,0,0,5
1735,0,1,0,0,5
1736,0,1,0,0,5
1737,0,1,0,0,5
1738,0,2,3,1,5
1739,0,2,3,0,5
1740,1,3,-1,0,5
1741,1,3,-1,0,5
1742,0,1,0,0,5
1743,0,1,0,0,5
1744,0,1,0,0,5
1745,0,1,0,0,5
1746,1,3,-1,0,5
1747,1,3,-1,0,5
1748,0,1,0,0,5
1749,0,1,0,0,5
1750,0,2,1,1,5
1751,0,2,1,0,5
1752,1,3,-1,0,5
1753,1,3,-1,0,5
1754,0,1,0,0,5
1755,0,1,0,0,5
1756,0,1,0,0,5
1757,0,1,0,0,5
1758,1,3,-1,0,5
1759,1,3,-1,0,5
1760,0,1,0,0,5
1761,0,1,0,0,5
1762,0,2,3,1,5
1763,0,2,3,0,5
1764,0,1,0,0,5
1765,0,1,0,0,5
1766,0,1,0,0,5
1767,0,1,0,0,5
1768,0,2,2,1,5
1769,0,2,2,0,5
1770,0,1,0,0,5
1771,0,1,0,0,5
1772,0,1,0,0,5
1773,0,1,0,0,5
1774,0,1,0,0,5
1775,0,1,0,0,5
1776,1,3,-1,0,5
1777,1,3,-1,0,5
1778,0,1,0,0,5
1779,0,1,0,0,5
1780,0,2,1,1,5
1781,0,2,1,0,5
1782,1,3,-1,0,5
1783,1,3,-1,0,5
1784,0,1,0,0,5
1785,0,1,0,0,5
1786,1,3,-1,0,5
1787,1,3,-1,0,5
1788,1,3,-1,0,5
1789,1,3,-1,0,5
1790,0,1,0,0,5
1791,0,1,0,0,5
1792,0,2,1,1,5
1793,0,2,1,0,5
1794,0,1,0,0,5
1795,0,1,0,0,5
1796,0,1,0,0,5
1797,0,1,0,0,5
1798,0,1,0,0,5
1799,0,1,0,0,5
1800,1,3,-1,0,5
1801,1,3,-1,0,5
1802,0,1,0,0,5
1803,0,1,0,0,5
1804,0,1,0,0,5
1805,0,1,0,0,5
1806,0,2,1,1,5
1807,0,2,1,0,5
1808,0,1,0,0,5
1809,0,1,0,0,5
1810,1,3,-1,0,5
1811,1,3,-1,0,5
1812,0,1,0,0,5
1813,0,1,0,0,5
1814,0,1,0,0,5
1815,0,1,0,0,5
1816,0,2,2,1,5
1817,0,2,2,0,5
1818,0,2,1,1,5
1819,0,2,1,0,5
1820,0,1,0,0,5
1821,0,1,0,0,5
1822,1,3,-1,0,5
1823,1,3,-1,0,5
1824,0,1,0,0,5
1825,0,1,0,0,5
1826,0,1,0,0,5
1827,0,1,0,0,5
1828,0,2,2,1,5
1829,0,2,2,0,5
1830,1,3,-1,0,5
1831,1,3,-1,0,5
1832,0,1,0,0,5
1833,0,1,0,0,5
1834,0,1,0,0,5
1835,0,1,0,0,5
1836,0,2,1,1,5
1837,0,2,1,0,5
1838,0,1,0,0,5
1839,0,1,0,0,5
1840,0,1,0,0,5
1841,0,1,0,0,5
1842,0,2,1,1,5
1843,0,2,1,0,5
1844,0,1,0,0,5
1845,0,1,0,0,5
1846,1,3,-1,0,5
1847,1,3,-1,0,5
1848,0,2,3,1,5
1849,0,2,3,0,5
1850,0,1,0,0,5
1851,0,1,0,0,5
1852,0,2,1,1,5
1853,0,2,1,0,5
1854,0,1,0,0,5
1855,0,1,0,0,5
1856,0,1,0,0,5
1857,0,1,0,0,5
1858,0,2,1,1,5
1859,0,2,1,0,5
1860,1,3,-1,0,5
1861,1,3,-1,0,5
1862,0,1,0,0,5
1863,0,1,0,0,5
1864,0,1,0,0,5
1865,0,1,0,0,5
1866,1,3,-1,0,5
1867,1,3,-1,0,5
1868,0,1,0,0,5
1869,0,1,0,0,5
1870,1,3,-1,0,5
1871,1,3,-1,0,5
1872,1,3,-1,0,5
1873,1,3,-1,0,5
1874,0,1,0,0,5
1875,0,1,0,0,5
1876,1,3,-1,0,5
1877,1,3,-1,0,5
1878,1,3,-1,0,5
1879,1,3,-1,0,5
1880,0,1,0,0,5
1881,0,1,0,0,5
1882,0,1,0,0,5
1883,0,1,0,0,5
1884,0,1,0,0,5
1885,0,1,0,0,5
1886,0,1,0,0,5
1887,0,1,0,0,5
1888,1,3,-1,0,5
1889,1,3,-1,0,5
1890,0,2,2,1,5
1891,0,2,2,0,5
1892,0,1,0,0,5
1893,0,1,0,0,5
1894,0,1,0,0,5
1895,0,1,0,0,5
1896,0,1,0,0,5
1897,0,1,0,0,5
1898,0,1,0,0,5
1899,0,1,0,0,5
1900,1,3,-1,0,5
1901,1,3,-1,0,5
1902,0,2,1,1,5
1903,0,2,1,0,5
1904,0,1,0,0,5
1905,0,1,0,0,5
1906,1,3,-1,0,5
1907,1,3,-1,0,5
1908,0,2,2,1,5
1909,0,2,2,0,5
1910,0,1,0,0,5
1911,0,1,0,0,5
1912,1,3,-1,0,5
1913,1,3,-1,0,5
1914,0,1,0,0,5
1915,0,1,0,0,5
1916,0,1,0,0,5
1917,0,1,0,0,5
1918,0,2,1,1,5
1919,0,2,1,0,5
1920,0,2,1,1,5
1921,0,2,1,0,5
1922,0,1,0,0,5
1923,0,1,0,0,5
1924,0,1,0,0,5
1925,0,1,0,0,5
1926,0,2,3,1,5
1927,0,2,3,0,5
1928,0,1,0,0,5
1929,0,1,0,0,5
1930,1,3,-1,0,5
1931,1,3,-1,0,5
1932,1,3,-1,0,5
1933,1,3,-1,0,5
1934,0,1,0,0,5
1935,0,1,0,0,5
1936,0,2,1,1,5
1937,0,2,1,0,5
1938,0,1,0,0,5
1939,0,1,0,0,5
1940,0,1,0,0,5
1941,0,1,0,0,5
1942,0,2,2,1,5
1943,0,2,2,0,5
1944,0,1,0,0,5
1945,0,1,0,0,5
1946,0,1,0,0,5
1947,0,1,0,0,5
1948,1,3,-1,0,5
1949,1,3,-1,0,5
1950,1,3,-1,0,5
1951,1,3,-1,0,5
1952,0,1,0,0,5
1953,0,1,0,0,5
1954,0,1,0,0,5
1955,0,1,0,0,5
1956,0,2,1,1,5
1957,0,2,1,0,5
1958,0,1,0,0,5
1959,0,1,0,0,5
1960,0,2,3,1,5
1961,0,2,3,0,5
1962,0,2,1,1,5
1963,0,2,1,0,5
1964,0,1,0,0,5
1965,0,1,0,0,5
1966,0,1,0,0,5
1967,0,1,0,0,5
1968,0,2,1,1,5
1969,0,2,1,0,5
1970,0,1,0,0,5
1971,0,1,0,0,5
1972,1,3,-1,0,5
1973,1,3,-1,0,5
1974,0,1,0,0,5
1975,0,1,0,0,5
1976,0,1,0,0,5
1977,0,1,0,0,5
1978,1,3,-1,0,5
1979,1,3,-1,0,5
1980,0,1,0,0,5
1981,0,1,0,0,5
1982,0,1,0,0,5
1983,0,1,0,0,5
1984,0,1,0,0,5
1985,0,1,0,0,5
1986,1,3,-1,0,5
1987,1,3,-1,0,5
1988,0,1,0,0,5
1989,0,1,0,0,5
1990,0,2,1,1,5
1991,0,2,1,0,5
1992,1,3,-1,0,5
1993,1,3,-1,0,5
1994,0,1,0,0,5
1995,0,1,0,0,5
1996,1,3,-1,0,5
1997,1,3,-1,0,5
1998,1,3,-1,0,5
1999,1,3,-1,0,5
2000,0,1,0,0,5
2001,0,1,0,0,5
2002,1,3,-1,0,5
2003,1,3,-1,0,5
2004,0,1,0,0,5
2005,0,1,0,0,5
2006,0,1,0,0,1
2007,0,1,0,0,1
2008,0,1,0,0,5
2009,0,1,0,0,5
2010,1,3,-1,0,5
2011,1,3,-1,0,5
2012,0,1,0,0,5
2013,0,1,0,0,5
2014,0,1,0,0,5
2015,0,1,0,0,5
2016,1,3,-1,0,5
2017,1,3,-1,0,5
2018,0,1,0,0,5
2019,0,1,0,0,5
2020,0,2,3,1,5
2021,0,2,3,0,5
2022,0,1,0,0,5
2023,0,1,0,0,5
2024,0,1,0,0,5
2025,0,1,0,0,5
2026,1,3,-1,0,5
2027,1,3,-1,0,5
2028,1,3,-1,0,5
2029,1,3,-1,0,5
2030,0,1,0,0,5
2031,0,1,0,0,5
2032,0,2,1,1,5
2033,0,2,1,0,5
2034,0,1,0,0,5
2035,0,1,0,0,5
2036,0,1,0,0,5
2037,0,1,0,0,5
2038,1,3,-1,0,5
2039,1,3,-1,0,5
2040,0,2,1,1,5
2041,0,2,1,0,5
2042,0,1,0,0,5
2043,0,1,0,0,5
2044,0,1,0,0,5
2045,0,1,0,0,5
2046,0,2,1,1,5
2047,0,2,1,0,5
2048,0,1,0,0,5
2049,0,1,0,0,5
2050,0,1,0,0,5
2051,0,1,0,0,5
2052,1,3,-1,0,5
2053,1,3,-1,0,5
2054,0,1,0,0,5
2055,0,1,0,0,5
2056,0,2,1,1,5
2057,0,2,1,0,5
2058,0,2,2,1,5
2059,0,2,2,0,5
2060,0,1,0,0,5
2061,0,1,0,0,5
2062,1,3,-1,0,5
2063,1,3,-1,0,5
2064,0,1,0,0,5
2065,0,1,0,0,5
2066,0,1,0,0,5
2067,0,1,0,0,5
2068,1,3,-1,0,5
2069,1,3,-1,0,5
2070,0,2,1,1,5
2071,0,2,1,0,5
2072,0,1,0,0,5
2073,0,1,0,0,5
2074,0,1,0,0,5
2075,0,1,0,0,5
2076,0,2,2,1,5
2077,0,2,2,0,5
2078,0,1,0,0,5
2079,0,1,0,0,5
2080,1,3,-1,0,5
2081,1,3,-1,0,5
2082,1,3,-1,0,5
2083,1,3,-1,0,5
2084,0,1,0,0,5
2085,0,1,0,0,5
2086,1,3,-1,0,5
2087,1,3,-1,0,5
2088,1,3,-1,0,5
2089,1,3,-1,0,5
2090,0,1,0,0,5
2091,0,1,0,0,5
2092,0,1,0,0,5
2093,0,1,0,0,5
2094,0,1,0,0,5
2095,0,1,0,0,5
2096,0,1,0,0,5
2097,0,1,0,0,5
2098,1,3,-1,0,5
2099,1,3,-1,0,5
2100,0,2,1,1,5
2101,0,2,1,0,5
2102,0,1,0,0,5
2103,0,1,0,0,5
2104,0,1,0,0,5
2105,0,1,0,0,5
2106,0,1,0,0,5
2107,0,1,0,0,5
2108,0,1,0,0,5
2109,0,1,0,0,5
2110,1,3,-1,0,5
2111,1,3,-1,0,5
2112,1,3,-1,0,5
2113,1,3,-1,0,5
2114,0,1,0,0,5
2115,0,1,0,0,5
2116,0,2,2,1,5
2117,0,2,2,0,5
2118,0,2,1,1,5
2119,0,2,1,0,5
2120,0,1,0,0,5
2121,0,1,0,0,5
2122,0,2,1,1,5
2123,0,2,1,0,5
2124,0,1,0,0,5
2125,0,1,0,0,5
2126,0,1,0,0,5
2127,0,1,0,0,5
2128,1,3,-1,0,5
2129,1,3,-1,0,5
2130,1,3,-1,0,5
2131,1,3,-1,0,5
2132,0,1,0,0,5
2133,0,1,0,0,5
2134,0,1,0,0,5
2135,0,1,0,0,5
2136,1,3,-1,0,5
2137,1,3,-1,0,5
2138,0,1,0,0,5
2139,0,1,0,0,5
2140,1,3,-1,0,5
2141,1,3,-1,0,5
2142,1,3,-1,0,5
2143,1,3,-1,0,5
2144,0,1,0,0,5
2145,0,1,0,0,5
2146,0,2,1,1,5
2147,0,2,1,0,5
2148,0,1,0,0,5
2149,0,1,0,0,5
2150,0,1,0,0,5
2151,0,1,0,0,5
2152,1,3,-1,0,5
2153,1,3,-1,0,5
2154,0,1,0,0,5
2155,0,1,0,0,5
2156,0,1,0,0,5
2157,0,1,0,0,5
2158,0,2,1,1,5
2159,0,2,1,0,5
2160,1,3,-1,0,5
2161,1,3,-1,0,5
2162,0,1,0,0,5
2163,0,1,0,0,5
2164,0,1,0,0,5
2165,0,1,0,0,5
2166,0,2,1,1,5
2167,0,2,1,0,5
2168,0,1,0,0,5
2169,0,1,0,0,5
2170,0,2,1,1,5
2171,0,2,1,0,5
2172,0,2,3,1,5
2173,0,2,3,0,5
2174,0,1,0,0,5
2175,0,1,0,0,5
